epoch,train_loss,val_miou,val_pixel_acc,lr
67,0.2426,0.7752,0.9524,4.87e-05
68,0.2481,0.7737,0.9522,4.79e-05
69,0.2374,0.7784,0.9532,4.71e-05
70,0.2434,0.7770,0.9522,4.63e-05
71,0.2366,0.7773,0.9536,4.55e-05
72,0.2404,0.7714,0.9518,4.47e-05
73,0.2405,0.7754,0.9518,4.38e-05
74,0.2473,0.7817,0.9535,4.30e-05
75,0.2394,0.7769,0.9533,4.22e-05
76,0.2492,0.7770,0.9537,4.14e-05
77,0.2369,0.7786,0.9535,4.05e-05
78,0.2346,0.7787,0.9537,3.97e-05
79,0.2336,0.7790,0.9538,3.89e-05
80,0.2311,0.7770,0.9536,3.80e-05
81,0.2488,0.7791,0.9544,3.72e-05
82,0.2354,0.7774,0.9545,3.64e-05
83,0.2379,0.7810,0.9546,3.55e-05
84,0.2369,0.7816,0.9549,3.47e-05
85,0.2361,0.7799,0.9537,3.38e-05
86,0.2258,0.7734,0.9535,3.30e-05
87,0.2371,0.7780,0.9542,3.21e-05
88,0.2222,0.7820,0.9545,3.13e-05
89,0.2258,0.7811,0.9542,3.04e-05
90,0.2170,0.7831,0.9541,2.96e-05
91,0.2216,0.7775,0.9538,2.87e-05
92,0.2159,0.7818,0.9542,2.79e-05
93,0.2235,0.7780,0.9531,2.70e-05
94,0.2243,0.7795,0.9539,2.61e-05
95,0.2193,0.7799,0.9547,2.52e-05
96,0.2376,0.7776,0.9534,2.44e-05
97,0.2234,0.7796,0.9537,2.35e-05
98,0.2156,0.7792,0.9538,2.26e-05
99,0.2166,0.7790,0.9534,2.17e-05
100,0.2227,0.7812,0.9541,2.08e-05
101,0.2181,0.7801,0.9539,1.99e-05
102,0.2135,0.7794,0.9534,1.90e-05
103,0.2070,0.7790,0.9534,1.81e-05
104,0.2193,0.7784,0.9536,1.72e-05
105,0.2108,0.7792,0.9539,1.63e-05
106,0.2230,0.7808,0.9539,1.54e-05
107,0.2150,0.7785,0.9540,1.45e-05
108,0.2053,0.7799,0.9540,1.35e-05
109,0.2098,0.7796,0.9541,1.26e-05
110,0.2094,0.7792,0.9536,1.16e-05
111,0.2026,0.7799,0.9542,1.07e-05
112,0.2093,0.7804,0.9536,9.72e-06
113,0.2095,0.7801,0.9539,8.74e-06
114,0.2016,0.7799,0.9542,7.75e-06
115,0.2080,0.7810,0.9544,6.75e-06
116,0.2078,0.7807,0.9544,5.73e-06
117,0.2026,0.7804,0.9543,4.68e-06
118,0.2104,0.7797,0.9541,3.62e-06
119,0.2184,0.7797,0.9542,2.51e-06
120,0.2049,0.7797,0.9542,1.35e-06
