epoch,train_loss,val_miou,val_pixel_acc,lr
47,0.2763,0.7296,0.9374,1.94e-04
48,0.2720,0.7364,0.9399,1.92e-04
49,0.2637,0.7444,0.9433,1.89e-04
50,0.2630,0.7171,0.9355,1.87e-04
51,0.2816,0.7219,0.9418,1.85e-04
52,0.2714,0.7304,0.9407,1.82e-04
53,0.2635,0.7311,0.9413,1.80e-04
54,0.2647,0.7337,0.9398,1.78e-04
55,0.2400,0.7438,0.9437,1.75e-04
56,0.2423,0.7372,0.9431,1.73e-04
57,0.2444,0.7379,0.9395,1.70e-04
58,0.2490,0.7390,0.9459,1.68e-04
59,0.2283,0.7436,0.9438,1.66e-04
60,0.2271,0.7444,0.9440,1.63e-04
61,0.2187,0.7479,0.9475,1.61e-04
62,0.2393,0.7305,0.9404,1.58e-04
63,0.2262,0.7056,0.9321,1.56e-04
64,0.2483,0.7312,0.9430,1.54e-04
65,0.2616,0.6930,0.9251,1.51e-04
66,0.3412,0.7123,0.9287,1.49e-04
67,0.3047,0.7229,0.9366,1.46e-04
68,0.2740,0.7308,0.9358,1.44e-04
69,0.2311,0.7472,0.9439,1.41e-04
70,0.2230,0.7453,0.9409,1.39e-04
71,0.2283,0.7431,0.9433,1.36e-04
72,0.2209,0.7450,0.9418,1.34e-04
73,0.2089,0.7482,0.9445,1.32e-04
74,0.2034,0.7480,0.9444,1.29e-04
75,0.1934,0.7484,0.9436,1.27e-04
76,0.2041,0.7426,0.9422,1.24e-04
77,0.2081,0.7461,0.9443,1.22e-04
78,0.1967,0.7448,0.9433,1.19e-04
79,0.1923,0.7522,0.9434,1.17e-04
80,0.1957,0.7514,0.9451,1.14e-04
81,0.1864,0.7516,0.9445,1.12e-04
82,0.1946,0.7469,0.9434,1.09e-04
83,0.1925,0.7483,0.9443,1.07e-04
84,0.1770,0.7518,0.9446,1.04e-04
85,0.1713,0.7531,0.9451,1.02e-04
86,0.1818,0.7496,0.9453,9.90e-05
87,0.1701,0.7533,0.9454,9.64e-05
88,0.1729,0.7402,0.9434,9.39e-05
89,0.1812,0.7466,0.9446,9.13e-05
90,0.1726,0.7529,0.9455,8.87e-05
91,0.1756,0.7557,0.9469,8.62e-05
92,0.1675,0.7518,0.9457,8.36e-05
93,0.1637,0.7430,0.9443,8.10e-05
94,0.1733,0.7482,0.9450,7.84e-05
95,0.1615,0.7456,0.9449,7.57e-05
96,0.1662,0.7459,0.9452,7.31e-05
97,0.1661,0.7473,0.9449,7.05e-05
98,0.1586,0.7459,0.9440,6.78e-05
99,0.1604,0.7449,0.9435,6.52e-05
100,0.1722,0.7522,0.9463,6.25e-05
101,0.1612,0.7502,0.9460,5.98e-05
102,0.1657,0.7457,0.9449,5.71e-05
103,0.1570,0.7469,0.9452,5.44e-05
104,0.1536,0.7517,0.9462,5.17e-05
105,0.1512,0.7495,0.9462,4.89e-05
106,0.1488,0.7510,0.9464,4.62e-05
107,0.1509,0.7488,0.9463,4.34e-05
108,0.1540,0.7505,0.9463,4.06e-05
109,0.1508,0.7461,0.9451,3.78e-05
110,0.1457,0.7455,0.9450,3.49e-05
111,0.1527,0.7484,0.9458,3.21e-05
112,0.1444,0.7480,0.9464,2.92e-05
113,0.1544,0.7485,0.9461,2.62e-05
114,0.1424,0.7493,0.9465,2.33e-05
115,0.1478,0.7479,0.9457,2.02e-05
116,0.1459,0.7480,0.9457,1.72e-05
117,0.1434,0.7492,0.9458,1.41e-05
118,0.1425,0.7493,0.9462,1.08e-05
119,0.1423,0.7495,0.9460,7.53e-06
120,0.1467,0.7503,0.9465,4.04e-06
