epoch,train_loss,val_miou,val_pixel_acc,lr
1,1.4288,0.6164,0.8770,1.00e-04
2,0.8728,0.6386,0.8895,9.92e-05
3,0.7397,0.6917,0.9192,9.85e-05
4,0.6740,0.6787,0.9106,9.77e-05
5,0.6148,0.7044,0.9250,9.70e-05
6,0.5914,0.7285,0.9344,9.62e-05
7,0.5350,0.7102,0.9286,9.55e-05
8,0.5129,0.7465,0.9410,9.47e-05
9,0.4817,0.7424,0.9393,9.40e-05
10,0.4690,0.7394,0.9410,9.32e-05
11,0.4537,0.7429,0.9429,9.25e-05
12,0.4341,0.7468,0.9418,9.17e-05
13,0.4304,0.7382,0.9421,9.10e-05
14,0.4142,0.7527,0.9421,9.02e-05
15,0.4015,0.7451,0.9412,8.94e-05
16,0.4178,0.7428,0.9391,8.87e-05
17,0.3861,0.7521,0.9438,8.79e-05
18,0.3744,0.7458,0.9408,8.72e-05
19,0.3655,0.7517,0.9449,8.64e-05
20,0.3736,0.7480,0.9437,8.56e-05
21,0.3684,0.7602,0.9479,8.49e-05
22,0.3445,0.7648,0.9486,8.41e-05
23,0.3470,0.7698,0.9511,8.33e-05
24,0.3358,0.7667,0.9499,8.26e-05
25,0.3176,0.7680,0.9480,8.18e-05
26,0.3197,0.7666,0.9479,8.10e-05
27,0.3228,0.7632,0.9468,8.03e-05
28,0.3408,0.7741,0.9510,7.95e-05
29,0.3092,0.7719,0.9506,7.87e-05
30,0.3227,0.7669,0.9486,7.80e-05
31,0.3100,0.7710,0.9506,7.72e-05
32,0.3070,0.7756,0.9509,7.64e-05
33,0.2979,0.7750,0.9502,7.56e-05
34,0.2966,0.7808,0.9517,7.49e-05
35,0.2855,0.7771,0.9500,7.41e-05
36,0.2820,0.7779,0.9510,7.33e-05
37,0.2796,0.7810,0.9528,7.25e-05
38,0.2909,0.7827,0.9540,7.18e-05
39,0.2881,0.7794,0.9515,7.10e-05
40,0.2716,0.7826,0.9529,7.02e-05
41,0.2815,0.7786,0.9506,6.94e-05
42,0.2816,0.7762,0.9502,6.86e-05
43,0.2653,0.7793,0.9512,6.79e-05
44,0.2769,0.7831,0.9537,6.71e-05
45,0.2726,0.7818,0.9524,6.63e-05
46,0.2621,0.7902,0.9551,6.55e-05
47,0.2694,0.7840,0.9538,6.47e-05
48,0.2592,0.7871,0.9528,6.39e-05
49,0.2523,0.7897,0.9550,6.31e-05
50,0.2538,0.7828,0.9526,6.24e-05
51,0.2457,0.7846,0.9542,6.16e-05
52,0.2488,0.7862,0.9549,6.08e-05
53,0.2419,0.7903,0.9548,6.00e-05
54,0.2436,0.7883,0.9554,5.92e-05
55,0.2490,0.7880,0.9552,5.84e-05
56,0.2486,0.7802,0.9525,5.76e-05
57,0.2380,0.7867,0.9538,5.68e-05
58,0.2440,0.7884,0.9545,5.60e-05
59,0.2452,0.7866,0.9548,5.52e-05
60,0.2402,0.7904,0.9549,5.44e-05
61,0.2277,0.7898,0.9546,5.36e-05
62,0.2240,0.7875,0.9535,5.28e-05
63,0.2268,0.7894,0.9547,5.20e-05
64,0.2341,0.7880,0.9546,5.12e-05
65,0.2390,0.7920,0.9560,5.04e-05
66,0.2285,0.7909,0.9552,4.96e-05
67,0.2292,0.7865,0.9548,4.87e-05
68,0.2239,0.7879,0.9552,4.79e-05
