epoch,train_loss,val_miou,val_pixel_acc,lr
46,0.2569,0.7411,0.9448,1.97e-04
47,0.2510,0.7565,0.9480,1.94e-04
48,0.2551,0.7312,0.9396,1.92e-04
49,0.2508,0.7492,0.9420,1.89e-04
50,0.2597,0.7456,0.9356,1.87e-04
51,0.2930,0.7488,0.9424,1.85e-04
52,0.2702,0.7060,0.9373,1.82e-04
53,0.2511,0.7380,0.9394,1.80e-04
54,0.2321,0.7380,0.9428,1.78e-04
55,0.2407,0.7220,0.9409,1.75e-04
56,0.2423,0.7434,0.9408,1.73e-04
57,0.2583,0.7348,0.9398,1.70e-04
58,0.2471,0.7411,0.9417,1.68e-04
59,0.2295,0.7383,0.9408,1.66e-04
60,0.2198,0.7539,0.9447,1.63e-04
61,0.2085,0.7560,0.9431,1.61e-04
62,0.2033,0.7603,0.9447,1.58e-04
63,0.2117,0.7524,0.9429,1.56e-04
64,0.2492,0.7472,0.9409,1.54e-04
65,0.2817,0.7416,0.9413,1.51e-04
66,0.2422,0.7591,0.9453,1.49e-04
67,0.2328,0.7503,0.9437,1.46e-04
68,0.2181,0.7599,0.9466,1.44e-04
69,0.2171,0.7593,0.9449,1.41e-04
70,0.2035,0.7617,0.9436,1.39e-04
71,0.1991,0.7629,0.9471,1.36e-04
72,0.1947,0.7690,0.9470,1.34e-04
73,0.1982,0.7621,0.9453,1.32e-04
74,0.1859,0.7651,0.9470,1.29e-04
75,0.1864,0.7660,0.9472,1.27e-04
76,0.1942,0.7598,0.9444,1.24e-04
77,0.1786,0.7658,0.9484,1.22e-04
78,0.1792,0.7601,0.9458,1.19e-04
79,0.1845,0.7613,0.9468,1.17e-04
80,0.1730,0.7625,0.9466,1.14e-04
81,0.1792,0.7651,0.9479,1.12e-04
82,0.1689,0.7642,0.9471,1.09e-04
83,0.1821,0.7632,0.9464,1.07e-04
84,0.1680,0.7662,0.9481,1.04e-04
85,0.1752,0.7635,0.9465,1.02e-04
86,0.1682,0.7640,0.9475,9.90e-05
87,0.1648,0.7645,0.9469,9.64e-05
88,0.1618,0.7626,0.9466,9.39e-05
89,0.1579,0.7663,0.9472,9.13e-05
90,0.1550,0.7652,0.9484,8.87e-05
91,0.1544,0.7670,0.9473,8.62e-05
92,0.1557,0.7601,0.9449,8.36e-05
93,0.1645,0.7645,0.9471,8.10e-05
94,0.1607,0.7600,0.9449,7.84e-05
95,0.1641,0.7621,0.9469,7.57e-05
96,0.1520,0.7642,0.9473,7.31e-05
97,0.1505,0.7670,0.9469,7.05e-05
98,0.1501,0.7663,0.9471,6.78e-05
99,0.1558,0.7659,0.9463,6.52e-05
100,0.1592,0.7685,0.9489,6.25e-05
101,0.1492,0.7615,0.9480,5.98e-05
102,0.1475,0.7656,0.9480,5.71e-05
103,0.1464,0.7645,0.9485,5.44e-05
104,0.1454,0.7631,0.9479,5.17e-05
105,0.1443,0.7657,0.9476,4.89e-05
106,0.1492,0.7671,0.9477,4.62e-05
107,0.1476,0.7658,0.9486,4.34e-05
108,0.1435,0.7682,0.9483,4.06e-05
109,0.1417,0.7703,0.9481,3.78e-05
110,0.1425,0.7677,0.9484,3.49e-05
111,0.1454,0.7665,0.9479,3.21e-05
112,0.1391,0.7669,0.9476,2.92e-05
113,0.1389,0.7666,0.9484,2.62e-05
114,0.1355,0.7684,0.9486,2.33e-05
115,0.1396,0.7651,0.9475,2.02e-05
116,0.1356,0.7658,0.9481,1.72e-05
117,0.1340,0.7662,0.9485,1.41e-05
118,0.1324,0.7655,0.9480,1.08e-05
119,0.1351,0.7659,0.9481,7.53e-06
120,0.1289,0.7667,0.9487,4.04e-06
