epoch,train_loss,val_miou,val_pixel_acc,lr
1,2.1914,0.4899,0.7958,1.00e-04
2,1.2644,0.5329,0.8287,9.92e-05
3,1.0742,0.5866,0.8640,9.85e-05
4,0.9344,0.6070,0.8811,9.77e-05
5,0.8217,0.6575,0.9035,9.70e-05
6,0.8151,0.6692,0.9116,9.62e-05
7,0.7425,0.6797,0.9144,9.55e-05
8,0.7034,0.6736,0.9129,9.47e-05
9,0.6060,0.6802,0.9126,9.40e-05
10,0.6194,0.6825,0.9202,9.32e-05
11,0.5807,0.6878,0.9245,9.25e-05
12,0.5341,0.6988,0.9224,9.17e-05
13,0.5574,0.6989,0.9241,9.10e-05
14,0.5322,0.6817,0.9221,9.02e-05
15,0.4978,0.7005,0.9280,8.94e-05
16,0.4938,0.7083,0.9302,8.87e-05
17,0.5242,0.6916,0.9252,8.79e-05
18,0.4837,0.7036,0.9306,8.72e-05
19,0.4807,0.7077,0.9322,8.64e-05
20,0.4681,0.6953,0.9238,8.56e-05
21,0.4677,0.7109,0.9304,8.49e-05
22,0.4444,0.7092,0.9329,8.41e-05
23,0.4191,0.7070,0.9333,8.33e-05
24,0.4206,0.7102,0.9308,8.26e-05
25,0.3931,0.7028,0.9306,8.18e-05
26,0.4184,0.7274,0.9374,8.10e-05
27,0.4140,0.7212,0.9368,8.03e-05
28,0.4201,0.7137,0.9332,7.95e-05
29,0.4122,0.7141,0.9363,7.87e-05
30,0.3887,0.7057,0.9342,7.80e-05
31,0.3757,0.7213,0.9326,7.72e-05
32,0.3952,0.7155,0.9320,7.64e-05
33,0.3640,0.7239,0.9368,7.56e-05
34,0.3759,0.7281,0.9387,7.49e-05
35,0.3678,0.7174,0.9387,7.41e-05
36,0.3519,0.7339,0.9415,7.33e-05
37,0.3779,0.7329,0.9407,7.25e-05
38,0.3425,0.7188,0.9365,7.18e-05
39,0.3456,0.7123,0.9377,7.10e-05
40,0.3508,0.7244,0.9374,7.02e-05
41,0.3280,0.7366,0.9413,6.94e-05
42,0.3986,0.7214,0.9374,6.86e-05
43,0.3495,0.7410,0.9434,6.79e-05
44,0.3406,0.7338,0.9411,6.71e-05
45,0.3358,0.7267,0.9413,6.63e-05
46,0.3222,0.7372,0.9436,6.55e-05
47,0.3359,0.7278,0.9392,6.47e-05
48,0.3340,0.7378,0.9424,6.39e-05
49,0.3264,0.7308,0.9429,6.31e-05
50,0.3122,0.7364,0.9415,6.24e-05
51,0.3091,0.7366,0.9437,6.16e-05
52,0.3163,0.7331,0.9386,6.08e-05
53,0.3039,0.7249,0.9386,6.00e-05
54,0.3073,0.7321,0.9417,5.92e-05
55,0.3065,0.7355,0.9427,5.84e-05
56,0.3100,0.7383,0.9428,5.76e-05
57,0.3136,0.7352,0.9413,5.68e-05
58,0.3013,0.7354,0.9425,5.60e-05
59,0.3112,0.7377,0.9422,5.52e-05
60,0.2868,0.7449,0.9443,5.44e-05
61,0.2896,0.7355,0.9424,5.36e-05
62,0.2842,0.7389,0.9436,5.28e-05
63,0.3042,0.7392,0.9435,5.20e-05
64,0.2959,0.7425,0.9440,5.12e-05
65,0.2904,0.7279,0.9410,5.04e-05
66,0.2935,0.7461,0.9459,4.96e-05
67,0.2824,0.7329,0.9406,4.87e-05
68,0.2801,0.7340,0.9422,4.79e-05
69,0.2790,0.7339,0.9414,4.71e-05
70,0.2705,0.7438,0.9443,4.63e-05
71,0.2834,0.7293,0.9417,4.55e-05
72,0.2696,0.7465,0.9456,4.47e-05
73,0.2703,0.7366,0.9430,4.38e-05
74,0.2727,0.7381,0.9440,4.30e-05
75,0.2746,0.7422,0.9442,4.22e-05
76,0.2595,0.7362,0.9436,4.14e-05
77,0.2615,0.7486,0.9465,4.05e-05
78,0.2545,0.7375,0.9430,3.97e-05
79,0.2610,0.7432,0.9441,3.89e-05
80,0.2661,0.7521,0.9471,3.80e-05
81,0.2852,0.7382,0.9431,3.72e-05
82,0.2751,0.7486,0.9455,3.64e-05
83,0.2593,0.7406,0.9436,3.55e-05
